pm25,pm10,o3,no2,so2,co,aqi,temperature,humidity,pressure,wind_speed,city,timestamp,ingestion_timestamp,hour,day,month,day_of_week,target_aqi,target_day
17.1,36.4,115.0,5.7,6.5,0.189,62.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 00:00:00,2026-03-30 00:00:00,0,30,3,0,0.0,2026-04-02
17.1,32.7,115.0,7.3,8.0,0.254,62.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 01:00:00,2026-03-30 01:00:00,1,30,3,0,0.0,2026-04-02
19.0,33.1,116.0,9.4,10.0,0.342,62.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 02:00:00,2026-03-30 02:00:00,2,30,3,0,0.0,2026-04-02
20.3,39.8,119.0,10.3,11.5,0.389,62.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 03:00:00,2026-03-30 03:00:00,3,30,3,0,0.0,2026-04-02
20.2,41.6,127.0,8.7,12.1,0.357,63.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 04:00:00,2026-03-30 04:00:00,4,30,3,0,0.0,2026-04-02
20.5,43.2,138.0,5.8,12.2,0.284,63.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 05:00:00,2026-03-30 05:00:00,5,30,3,0,0.0,2026-04-02
20.7,44.6,145.0,3.6,12.1,0.23,68.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 06:00:00,2026-03-30 06:00:00,6,30,3,0,0.0,2026-04-02
20.3,45.1,147.0,2.8,11.7,0.217,76.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 07:00:00,2026-03-30 07:00:00,7,30,3,0,0.0,2026-04-02
19.6,45.9,145.0,2.7,11.2,0.222,84.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 08:00:00,2026-03-30 08:00:00,8,30,3,0,0.0,2026-04-02
19.2,45.8,143.0,3.1,11.0,0.232,90.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 09:00:00,2026-03-30 09:00:00,9,30,3,0,0.0,2026-04-02
18.7,44.8,141.0,3.6,11.4,0.245,96.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 10:00:00,2026-03-30 10:00:00,10,30,3,0,0.0,2026-04-02
18.1,43.3,138.0,4.6,12.2,0.264,102.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 11:00:00,2026-03-30 11:00:00,11,30,3,0,0.0,2026-04-02
14.5,34.0,133.0,6.6,13.0,0.286,106.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 12:00:00,2026-03-30 12:00:00,12,30,3,0,0.0,2026-04-02
15.5,34.8,124.0,10.4,13.7,0.314,107.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 13:00:00,2026-03-30 13:00:00,13,30,3,0,0.0,2026-04-02
17.9,34.2,110.0,15.5,14.6,0.346,104.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 14:00:00,2026-03-30 14:00:00,14,30,3,0,0.0,2026-04-02
20.1,39.9,101.0,18.9,15.0,0.366,96.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 15:00:00,2026-03-30 15:00:00,15,30,3,0,0.0,2026-04-02
20.4,42.5,98.0,19.2,14.7,0.371,87.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 16:00:00,2026-03-30 16:00:00,16,30,3,0,0.0,2026-04-02
21.3,43.4,99.0,17.9,13.9,0.366,77.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 17:00:00,2026-03-30 17:00:00,17,30,3,0,0.0,2026-04-02
22.1,44.9,101.0,16.0,12.8,0.347,67.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 18:00:00,2026-03-30 18:00:00,18,30,3,0,0.0,2026-04-02
22.5,47.5,104.0,13.5,11.4,0.306,65.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 19:00:00,2026-03-30 19:00:00,19,30,3,0,0.0,2026-04-02
23.1,51.8,108.0,10.5,9.7,0.251,66.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 20:00:00,2026-03-30 20:00:00,20,30,3,0,0.0,2026-04-02
24.1,57.2,111.0,8.2,8.4,0.212,66.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 21:00:00,2026-03-30 21:00:00,21,30,3,0,0.0,2026-04-02
25.2,62.2,112.0,6.2,7.7,0.184,66.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 22:00:00,2026-03-30 22:00:00,22,30,3,0,0.0,2026-04-02
25.5,62.6,111.0,5.0,7.4,0.172,67.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-30 23:00:00,2026-03-30 23:00:00,23,30,3,0,0.0,2026-04-02
23.0,53.2,114.0,5.5,7.3,0.214,67.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 00:00:00,2026-03-31 00:00:00,0,31,3,1,0.0,2026-04-03
23.4,52.4,106.0,11.9,8.5,0.378,68.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 01:00:00,2026-03-31 01:00:00,1,31,3,1,0.0,2026-04-03
26.6,53.1,94.0,20.5,10.1,0.597,68.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 02:00:00,2026-03-31 02:00:00,2,31,3,1,0.0,2026-04-03
27.9,56.1,91.0,24.8,11.8,0.709,69.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 03:00:00,2026-03-31 03:00:00,3,31,3,1,0.0,2026-04-03
24.7,58.9,103.0,20.6,13.5,0.608,70.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 04:00:00,2026-03-31 04:00:00,4,31,3,1,0.0,2026-04-03
23.8,55.4,122.0,12.2,15.2,0.402,70.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 05:00:00,2026-03-31 05:00:00,5,31,3,1,0.0,2026-04-03
23.7,53.3,136.0,5.8,16.2,0.247,70.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 06:00:00,2026-03-31 06:00:00,6,31,3,1,0.0,2026-04-03
22.8,50.4,140.0,4.0,16.1,0.214,71.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 07:00:00,2026-03-31 07:00:00,7,31,3,1,0.0,2026-04-03
22.3,48.7,140.0,4.1,15.3,0.233,71.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 08:00:00,2026-03-31 08:00:00,8,31,3,1,0.0,2026-04-03
22.3,47.4,138.0,4.6,14.5,0.255,71.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 09:00:00,2026-03-31 09:00:00,9,31,3,1,0.0,2026-04-03
22.3,45.8,137.0,4.8,13.7,0.266,72.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 10:00:00,2026-03-31 10:00:00,10,31,3,1,0.0,2026-04-03
21.5,43.3,135.0,5.3,12.9,0.281,81.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 11:00:00,2026-03-31 11:00:00,11,31,3,1,0.0,2026-04-03
19.7,39.2,132.0,6.8,13.5,0.293,90.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 12:00:00,2026-03-31 12:00:00,12,31,3,1,0.0,2026-04-03
20.0,38.6,126.0,9.3,13.6,0.292,96.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 13:00:00,2026-03-31 13:00:00,13,31,3,1,0.0,2026-04-03
20.7,36.9,118.0,12.9,13.8,0.289,97.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 14:00:00,2026-03-31 14:00:00,14,31,3,1,0.0,2026-04-03
22.5,41.0,110.0,16.5,14.0,0.309,93.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 15:00:00,2026-03-31 15:00:00,15,31,3,1,0.0,2026-04-03
24.5,45.3,101.0,20.4,14.4,0.385,87.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 16:00:00,2026-03-31 16:00:00,16,31,3,1,0.0,2026-04-03
26.6,48.5,92.0,24.3,14.7,0.484,79.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 17:00:00,2026-03-31 17:00:00,17,31,3,1,0.0,2026-04-03
28.9,51.3,87.0,25.9,14.5,0.538,74.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 18:00:00,2026-03-31 18:00:00,18,31,3,1,0.0,2026-04-03
29.6,53.0,89.0,23.3,13.2,0.508,75.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 19:00:00,2026-03-31 19:00:00,19,31,3,1,0.0,2026-04-03
27.8,51.9,94.0,18.4,11.4,0.432,75.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 20:00:00,2026-03-31 20:00:00,20,31,3,1,0.0,2026-04-03
25.5,49.5,98.0,14.3,9.9,0.358,76.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 21:00:00,2026-03-31 21:00:00,21,31,3,1,0.0,2026-04-03
23.6,45.8,98.0,11.6,9.0,0.281,76.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 22:00:00,2026-03-31 22:00:00,22,31,3,1,0.0,2026-04-03
22.0,41.6,96.0,9.8,8.4,0.206,76.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-03-31 23:00:00,2026-03-31 23:00:00,23,31,3,1,0.0,2026-04-03
21.8,39.5,91.0,11.7,8.5,0.197,76.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 00:00:00,2026-04-01 00:00:00,0,1,4,2,0.0,2026-04-04
21.0,36.9,87.0,17.2,9.3,0.329,75.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 01:00:00,2026-04-01 01:00:00,1,1,4,2,0.0,2026-04-04
23.7,38.2,82.0,24.5,10.6,0.527,75.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 02:00:00,2026-04-01 02:00:00,2,1,4,2,0.0,2026-04-04
25.4,41.1,85.0,27.6,12.3,0.634,75.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 03:00:00,2026-04-01 03:00:00,3,1,4,2,0.0,2026-04-04
21.7,40.0,102.0,22.5,15.0,0.552,75.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 04:00:00,2026-04-01 04:00:00,4,1,4,2,0.0,2026-04-04
20.4,38.0,127.0,13.2,18.1,0.378,74.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 05:00:00,2026-04-01 05:00:00,5,1,4,2,0.0,2026-04-04
19.8,37.0,144.0,6.1,19.9,0.249,74.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 06:00:00,2026-04-01 06:00:00,6,1,4,2,0.0,2026-04-04
18.6,36.4,146.0,3.8,19.2,0.225,74.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 07:00:00,2026-04-01 07:00:00,7,1,4,2,0.0,2026-04-04
16.9,35.6,141.0,3.7,17.2,0.245,73.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 08:00:00,2026-04-01 08:00:00,8,1,4,2,0.0,2026-04-04
16.0,36.6,134.0,4.2,15.7,0.267,73.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 09:00:00,2026-04-01 09:00:00,9,1,4,2,0.0,2026-04-04
14.8,34.9,126.0,4.8,15.6,0.277,72.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 10:00:00,2026-04-01 10:00:00,10,1,4,2,0.0,2026-04-04
14.3,34.5,116.0,5.9,16.0,0.288,80.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 11:00:00,2026-04-01 11:00:00,11,1,4,2,0.0,2026-04-04
18.1,43.4,105.0,8.2,16.6,0.3,87.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 12:00:00,2026-04-01 12:00:00,12,1,4,2,0.0,2026-04-04
17.7,42.0,97.0,10.9,16.0,0.311,88.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 13:00:00,2026-04-01 13:00:00,13,1,4,2,0.0,2026-04-04
17.9,39.8,85.0,14.8,15.0,0.322,81.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 14:00:00,2026-04-01 14:00:00,14,1,4,2,0.0,2026-04-04
19.2,39.0,75.0,18.0,14.3,0.334,70.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 15:00:00,2026-04-01 15:00:00,15,1,4,2,0.0,2026-04-04
20.0,39.0,70.0,20.1,14.0,0.357,70.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 16:00:00,2026-04-01 16:00:00,16,1,4,2,0.0,2026-04-04
20.7,39.6,66.0,21.6,13.8,0.382,70.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 17:00:00,2026-04-01 17:00:00,17,1,4,2,0.0,2026-04-04
21.3,40.0,64.0,22.2,13.4,0.381,69.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 18:00:00,2026-04-01 18:00:00,18,1,4,2,0.0,2026-04-04
21.3,39.7,63.0,21.1,12.4,0.326,69.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 19:00:00,2026-04-01 19:00:00,19,1,4,2,0.0,2026-04-04
20.7,38.9,62.0,19.1,11.1,0.245,68.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 20:00:00,2026-04-01 20:00:00,20,1,4,2,0.0,2026-04-04
20.5,38.3,60.0,17.8,10.3,0.191,67.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 21:00:00,2026-04-01 21:00:00,21,1,4,2,0.0,2026-04-04
21.0,38.8,55.0,17.7,10.1,0.181,67.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 22:00:00,2026-04-01 22:00:00,22,1,4,2,0.0,2026-04-04
22.1,41.4,50.0,18.4,10.4,0.197,67.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-01 23:00:00,2026-04-01 23:00:00,23,1,4,2,0.0,2026-04-04
18.7,36.1,58.0,14.3,9.5,0.239,67.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 00:00:00,2026-04-02 00:00:00,0,2,4,3,0.0,2026-04-05
19.6,38.0,60.0,16.4,10.4,0.329,66.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 01:00:00,2026-04-02 01:00:00,1,2,4,3,0.0,2026-04-05
22.9,42.6,63.0,19.3,11.9,0.445,66.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 02:00:00,2026-04-02 02:00:00,2,2,4,3,0.0,2026-04-05
23.3,61.7,67.0,20.6,13.6,0.521,66.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 03:00:00,2026-04-02 03:00:00,3,2,4,3,0.0,2026-04-05
24.2,69.2,71.0,19.0,15.8,0.522,66.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 04:00:00,2026-04-02 04:00:00,4,2,4,3,0.0,2026-04-05
25.4,79.2,76.0,15.8,18.3,0.483,66.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 05:00:00,2026-04-02 05:00:00,5,2,4,3,0.0,2026-04-05
27.5,95.9,82.0,13.1,20.8,0.447,67.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 06:00:00,2026-04-02 06:00:00,6,2,4,3,0.0,2026-04-05
28.8,101.3,89.0,11.2,23.7,0.428,67.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 07:00:00,2026-04-02 07:00:00,7,2,4,3,0.0,2026-04-05
31.5,110.8,97.0,9.8,26.5,0.413,68.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 08:00:00,2026-04-02 08:00:00,8,2,4,3,0.0,2026-04-05
33.2,115.9,101.0,9.2,27.5,0.403,69.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 09:00:00,2026-04-02 09:00:00,9,2,4,3,0.0,2026-04-05
32.8,114.8,99.0,9.4,25.1,0.4,71.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 10:00:00,2026-04-02 10:00:00,10,2,4,3,0.0,2026-04-05
29.4,103.1,93.0,10.5,20.8,0.404,73.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 11:00:00,2026-04-02 11:00:00,11,2,4,3,0.0,2026-04-05
21.0,59.5,90.0,11.5,14.9,0.413,74.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 12:00:00,2026-04-02 12:00:00,12,2,4,3,0.0,2026-04-05
20.9,57.0,83.0,16.1,14.5,0.433,74.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 13:00:00,2026-04-02 13:00:00,13,2,4,3,0.0,2026-04-05
21.2,51.7,73.0,22.4,14.1,0.46,74.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 14:00:00,2026-04-02 14:00:00,14,2,4,3,0.0,2026-04-05
17.8,35.0,66.0,26.3,14.4,0.477,75.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 15:00:00,2026-04-02 15:00:00,15,2,4,3,0.0,2026-04-05
12.4,25.6,66.0,25.2,16.2,0.467,75.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 16:00:00,2026-04-02 16:00:00,16,2,4,3,0.0,2026-04-05
11.3,21.7,69.0,21.7,18.6,0.449,74.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 17:00:00,2026-04-02 17:00:00,17,2,4,3,0.0,2026-04-05
12.0,21.1,70.0,19.3,20.2,0.462,73.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 18:00:00,2026-04-02 18:00:00,18,2,4,3,0.0,2026-04-05
12.4,20.7,67.0,19.4,19.8,0.541,72.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 19:00:00,2026-04-02 19:00:00,19,2,4,3,0.0,2026-04-05
13.2,20.4,63.0,20.6,18.5,0.653,72.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 20:00:00,2026-04-02 20:00:00,20,2,4,3,0.0,2026-04-05
13.3,20.5,59.0,21.7,17.9,0.736,71.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 21:00:00,2026-04-02 21:00:00,21,2,4,3,0.0,2026-04-05
13.1,21.2,56.0,22.2,18.8,0.742,70.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 22:00:00,2026-04-02 22:00:00,22,2,4,3,0.0,2026-04-05
13.6,21.3,52.0,22.6,20.5,0.72,70.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-02 23:00:00,2026-04-02 23:00:00,23,2,4,3,0.0,2026-04-05
14.6,26.0,53.0,19.1,16.3,0.754,69.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 00:00:00,2026-04-03 00:00:00,0,3,4,4,0.0,2026-04-06
16.4,27.2,50.0,22.1,20.4,0.944,68.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 01:00:00,2026-04-03 01:00:00,1,3,4,4,0.0,2026-04-06
19.7,29.2,46.0,26.1,26.1,1.19,68.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 02:00:00,2026-04-03 02:00:00,2,3,4,4,0.0,2026-04-06
19.7,30.6,49.0,27.1,30.2,1.277,68.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 03:00:00,2026-04-03 03:00:00,3,3,4,4,0.0,2026-04-06
16.3,27.0,63.0,22.5,31.8,1.051,68.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 04:00:00,2026-04-03 04:00:00,4,3,4,4,0.0,2026-04-06
13.6,23.3,83.0,15.0,32.0,0.666,67.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 05:00:00,2026-04-03 05:00:00,5,3,4,4,0.0,2026-04-06
12.5,21.9,100.0,9.0,30.5,0.37,66.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 06:00:00,2026-04-03 06:00:00,6,3,4,4,0.0,2026-04-06
12.2,21.9,112.0,6.1,26.4,0.269,64.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 07:00:00,2026-04-03 07:00:00,7,3,4,4,0.0,2026-04-06
12.0,22.5,120.0,4.6,20.6,0.257,63.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 08:00:00,2026-04-03 08:00:00,8,3,4,4,0.0,2026-04-06
10.7,22.0,124.0,4.0,16.2,0.264,61.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 09:00:00,2026-04-03 09:00:00,9,3,4,4,0.0,2026-04-06
10.4,23.0,122.0,3.8,14.7,0.268,59.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 10:00:00,2026-04-03 10:00:00,10,3,4,4,0.0,2026-04-06
10.5,23.4,115.0,4.5,14.5,0.291,57.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 11:00:00,2026-04-03 11:00:00,11,3,4,4,0.0,2026-04-06
12.7,29.7,104.0,6.6,12.1,0.334,56.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 12:00:00,2026-04-03 12:00:00,12,3,4,4,0.0,2026-04-06
13.7,30.6,91.0,11.7,12.3,0.414,55.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 13:00:00,2026-04-03 13:00:00,13,3,4,4,0.0,2026-04-06
15.8,29.9,73.0,18.9,12.7,0.514,55.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 14:00:00,2026-04-03 14:00:00,14,3,4,4,0.0,2026-04-06
18.2,32.7,58.0,25.5,13.0,0.581,54.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 15:00:00,2026-04-03 15:00:00,15,3,4,4,0.0,2026-04-06
20.7,35.2,49.0,31.7,13.5,0.595,54.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 16:00:00,2026-04-03 16:00:00,16,3,4,4,0.0,2026-04-06
23.9,37.4,44.0,37.2,13.9,0.577,54.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 17:00:00,2026-04-03 17:00:00,17,3,4,4,0.0,2026-04-06
24.9,37.7,44.0,38.9,13.7,0.532,56.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 18:00:00,2026-04-03 18:00:00,18,3,4,4,0.0,2026-04-06
23.5,35.9,52.0,33.8,12.2,0.444,57.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 19:00:00,2026-04-03 19:00:00,19,3,4,4,0.0,2026-04-06
21.1,32.4,65.0,24.9,9.9,0.33,58.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 20:00:00,2026-04-03 20:00:00,20,3,4,4,0.0,2026-04-06
18.5,28.3,75.0,17.7,8.3,0.246,58.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 21:00:00,2026-04-03 21:00:00,21,3,4,4,0.0,2026-04-06
16.4,24.4,79.0,13.2,7.6,0.181,59.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 22:00:00,2026-04-03 22:00:00,22,3,4,4,0.0,2026-04-06
15.1,21.7,80.0,10.3,7.5,0.147,59.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-03 23:00:00,2026-04-03 23:00:00,23,3,4,4,0.0,2026-04-06
15.9,24.5,79.0,12.3,8.4,0.234,59.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-04 00:00:00,2026-04-04 00:00:00,0,4,4,5,0.0,2026-04-07
16.9,24.8,73.0,20.6,10.4,0.586,59.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-04 01:00:00,2026-04-04 01:00:00,1,4,4,5,0.0,2026-04-07
23.2,31.5,65.0,31.7,13.2,1.059,59.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-04 02:00:00,2026-04-04 02:00:00,2,4,4,5,0.0,2026-04-07
23.9,31.0,67.0,36.6,15.6,1.31,60.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-04 03:00:00,2026-04-04 03:00:00,3,4,4,5,0.0,2026-04-07
17.3,27.9,89.0,29.4,17.3,1.121,60.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-04 04:00:00,2026-04-04 04:00:00,4,4,4,5,0.0,2026-04-07
15.8,32.5,122.0,16.1,18.5,0.709,60.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-04 05:00:00,2026-04-04 05:00:00,5,4,4,5,0.0,2026-04-07
15.7,36.0,145.0,5.9,18.6,0.386,60.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-04 06:00:00,2026-04-04 06:00:00,6,4,4,5,0.0,2026-04-07
14.7,35.9,150.0,2.8,16.7,0.278,61.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-04 07:00:00,2026-04-04 07:00:00,7,4,4,5,0.0,2026-04-07
13.6,34.1,145.0,2.9,13.6,0.259,61.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-04 08:00:00,2026-04-04 08:00:00,8,4,4,5,0.0,2026-04-07
12.7,29.8,139.0,3.5,11.4,0.262,61.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-04 09:00:00,2026-04-04 09:00:00,9,4,4,5,0.0,2026-04-07
12.6,27.7,135.0,3.5,10.9,0.269,63.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-04 10:00:00,2026-04-04 10:00:00,10,4,4,5,0.0,2026-04-07
12.9,26.9,130.0,4.1,11.3,0.298,78.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-04 11:00:00,2026-04-04 11:00:00,11,4,4,5,0.0,2026-04-07
10.7,21.2,124.0,6.5,11.8,0.333,91.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-04 12:00:00,2026-04-04 12:00:00,12,4,4,5,0.0,2026-04-07
11.7,22.8,112.0,12.3,11.9,0.38,98.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-04 13:00:00,2026-04-04 13:00:00,13,4,4,5,0.0,2026-04-07
14.1,22.9,96.0,20.2,12.1,0.433,96.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-04 14:00:00,2026-04-04 14:00:00,14,4,4,5,0.0,2026-04-07
16.1,24.5,84.0,26.0,12.1,0.46,86.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-04 15:00:00,2026-04-04 15:00:00,15,4,4,5,0.0,2026-04-07
16.6,24.9,79.0,27.8,11.8,0.44,72.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-04 16:00:00,2026-04-04 16:00:00,16,4,4,5,0.0,2026-04-07
